2026-05-24 19:46:03 | ALERT: Suspicious Traffic | Source IP: 151.101.38.172 | Destination Port: 1205
2026-05-25 16:16:36 | ALERT | Attack Type: None | IP: 52.105.231.39 | Port: 5323 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-25 16:17:32 | ALERT | Attack Type: None | IP: 104.208.16.89 | Port: 3979 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-25 16:19:03 | ALERT | Attack Type: None | IP: 192.168.1.5 | Port: 443 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 16:19:11 | ALERT | Attack Type: None | IP: 172.188.155.25 | Port: 2881 | Threat: MEDIUM | Singapore, Singapore, Microsoft
2026-05-25 16:19:15 | ALERT | Attack Type: DOS / TRAFFIC FLOOD | IP: 13.107.137.11 | Port: 3175 | Threat: CRITICAL | United States, Redmond, Microsoft Corporation
2026-05-25 16:19:18 | ALERT | Attack Type: None | IP: 52.105.231.39 | Port: 6300 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-25 16:31:40 | ALERT | Attack Type: None | IP: 192.168.1.5 | Port: 443 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 16:31:42 | ALERT | Attack Type: None | IP: 91.108.56.126 | Port: 10962 | Threat: MEDIUM | The Netherlands, Amsterdam, Telegram Messenger Network
2026-05-25 16:31:47 | ALERT | Attack Type: DOS / TRAFFIC FLOOD | IP: 13.107.137.11 | Port: 5701 | Threat: CRITICAL | United States, Redmond, Microsoft Corporation
2026-05-25 16:31:48 | ALERT | Attack Type: None | IP: 52.105.231.39 | Port: 5692 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-25 16:34:46 | ALERT | Attack Type: None | IP: 40.126.18.33 | Port: 1194 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-25 16:34:49 | ALERT | Attack Type: None | IP: 192.168.1.5 | Port: 443 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 16:34:51 | ALERT | Attack Type: None | IP: 172.188.155.25 | Port: 9727 | Threat: MEDIUM | Singapore, Singapore, Microsoft
2026-05-25 16:34:54 | ALERT | Attack Type: None | IP: 20.189.173.12 | Port: 5857 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-25 16:34:56 | ALERT | Attack Type: None | IP: 104.208.16.92 | Port: 5858 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-25 16:35:01 | ALERT | Attack Type: DOS / TRAFFIC FLOOD | IP: 13.107.137.11 | Port: 3841 | Threat: CRITICAL | United States, Redmond, Microsoft Corporation
2026-05-25 16:35:02 | ALERT | Attack Type: None | IP: 52.105.231.39 | Port: 14204 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-25 16:35:08 | ALERT | Attack Type: None | IP: 20.50.80.212 | Port: 3846 | Threat: MEDIUM | Ireland, Dublin, Microsoft Corporation
2026-05-25 16:36:09 | ALERT | Attack Type: None | IP: 192.168.1.5 | Port: 443 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 16:36:11 | ALERT | Attack Type: None | IP: 34.36.73.246 | Port: 14451 | Threat: MEDIUM | United States, Kansas City, Google LLC
2026-05-25 16:36:13 | ALERT | Attack Type: None | IP: 172.188.155.25 | Port: 2298 | Threat: MEDIUM | Singapore, Singapore, Microsoft
2026-05-25 16:36:15 | ALERT | Attack Type: None | IP: 23.100.109.78 | Port: 5896 | Threat: MEDIUM | Japan, Osaka, Microsoft Corporation
2026-05-25 16:36:20 | ALERT | Attack Type: None | IP: 13.107.137.11 | Port: 14203 | Threat: MEDIUM | United States, Redmond, Microsoft Corporation
2026-05-25 16:36:33 | ALERT | Attack Type: None | IP: 52.105.231.39 | Port: 14204 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-25 16:37:34 | ALERT | Attack Type: None | IP: 20.189.173.12 | Port: 5898 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-25 16:37:54 | ALERT | Attack Type: None | IP: 52.182.143.208 | Port: 5905 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-25 16:37:59 | ALERT | Attack Type: None | IP: 104.208.16.92 | Port: 5909 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-25 16:38:56 | ALERT | Attack Type: None | IP: 91.108.56.126 | Port: 10962 | Threat: MEDIUM | The Netherlands, Amsterdam, Telegram Messenger Network
2026-05-25 16:40:58 | ALERT | Attack Type: None | IP: 20.50.80.214 | Port: 9264 | Threat: MEDIUM | Ireland, Dublin, Microsoft Corporation
2026-05-25 16:41:42 | ALERT | Attack Type: None | IP: 34.120.250.63 | Port: 54632 | Threat: MEDIUM | United States, Kansas City, Google LLC
2026-05-25 16:41:45 | ALERT | Attack Type: None | IP: 13.216.205.223 | Port: 5675 | Threat: MEDIUM | United States, Ashburn, Amazon.com, Inc.
2026-05-25 16:42:38 | ALERT | Attack Type: None | IP: 52.168.117.168 | Port: 6309 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-25 16:44:07 | ALERT | Attack Type: None | IP: 13.107.5.93 | Port: 6736 | Threat: MEDIUM | United States, Cleveland, Microsoft Corporation
2026-05-25 16:44:15 | ALERT | Attack Type: None | IP: 135.237.220.44 | Port: 11311 | Threat: MEDIUM | United States, Boydton, MICROSOFT
2026-05-25 16:44:23 | ALERT | Attack Type: None | IP: 20.209.19.225 | Port: 11313 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-25 16:44:39 | ALERT | Attack Type: None | IP: 20.42.73.30 | Port: 11320 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-25 16:44:46 | ALERT | Attack Type: None | IP: 149.154.166.110 | Port: 11323 | Threat: MEDIUM | Netherlands, Amsterdam, Telegram Messenger Amsterdam Network
2026-05-25 16:45:09 | ALERT | Attack Type: None | IP: 40.126.18.33 | Port: 2697 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-25 16:47:16 | ALERT | Attack Type: None | IP: 4.247.188.224 | Port: 13716 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-25 16:47:20 | ALERT | Attack Type: None | IP: 20.42.65.93 | Port: 2995 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-25 16:49:08 | ALERT | Attack Type: None | IP: 51.11.192.48 | Port: 3689 | Threat: MEDIUM | France, Paris, Microsoft
2026-05-25 16:49:11 | ALERT | Attack Type: None | IP: 20.42.179.192 | Port: 7485 | Threat: MEDIUM | United States, Quincy, Microsoft Corporation
2026-05-25 16:51:21 | ALERT | Attack Type: None | IP: 20.42.72.131 | Port: 8363 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-25 16:51:24 | ALERT | Attack Type: None | IP: 51.104.15.253 | Port: 2645 | Threat: MEDIUM | United Kingdom, City of London, Microsoft Corporation
2026-05-25 16:53:18 | ALERT | Attack Type: None | IP: 104.114.67.71 | Port: 5593 | Threat: MEDIUM | India, Bengaluru, Akamai Technologies, Inc.
2026-05-25 16:53:22 | ALERT | Attack Type: None | IP: 4.230.171.124 | Port: 4360 | Threat: MEDIUM | South Korea, Seoul, Microsoft Corporation
2026-05-25 16:54:47 | ALERT | Attack Type: None | IP: 20.190.146.39 | Port: 11239 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-25 17:09:05 | ALERT | Attack Type: None | IP: 192.168.1.5 | Port: 443 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 17:09:08 | ALERT | Attack Type: None | IP: 51.11.192.50 | Port: 8422 | Threat: MEDIUM | France, Paris, Microsoft
2026-05-25 17:09:16 | ALERT | Attack Type: None | IP: 13.69.116.109 | Port: 8424 | Threat: MEDIUM | Netherlands, Amsterdam, Microsoft Corporation
2026-05-25 17:09:19 | ALERT | Attack Type: None | IP: 40.126.17.135 | Port: 12903 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-25 17:09:23 | ALERT | Attack Type: None | IP: 172.188.155.25 | Port: 1974 | Threat: MEDIUM | Singapore, Singapore, Microsoft
2026-05-25 17:09:27 | ALERT | Attack Type: None | IP: 13.107.137.11 | Port: 4844 | Threat: MEDIUM | United States, Redmond, Microsoft Corporation
2026-05-25 17:09:30 | ALERT | Attack Type: None | IP: 52.105.231.39 | Port: 13710 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-25 17:09:33 | ALERT | Attack Type: None | IP: 149.154.166.110 | Port: 4843 | Threat: MEDIUM | Netherlands, Amsterdam, Telegram Messenger Amsterdam Network
2026-05-25 18:30:47 | ALERT | Attack Type: None | IP: 192.168.1.5 | Port: 443 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 18:30:50 | ALERT | Attack Type: None | IP: 172.188.155.25 | Port: 5958 | Threat: MEDIUM | Singapore, Singapore, Microsoft
2026-05-25 18:30:53 | ALERT | Attack Type: None | IP: 20.190.145.142 | Port: 14147 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-25 18:30:57 | ALERT | Attack Type: None | IP: 13.107.137.11 | Port: 13354 | Threat: MEDIUM | United States, Redmond, Microsoft Corporation
2026-05-25 18:30:59 | ALERT | Attack Type: None | IP: 91.108.56.126 | Port: 7047 | Threat: MEDIUM | The Netherlands, Amsterdam, Telegram Messenger Network
2026-05-25 18:31:02 | ALERT | Attack Type: None | IP: 91.108.23.100 | Port: 7046 | Threat: MEDIUM | Netherlands, Amsterdam, Telegram CDN Network
2026-05-25 20:11:05 | ALERT | Attack Type: DOS / TRAFFIC FLOOD | IP: 192.168.1.5 | Port: 5355 | Threat: CRITICAL | Unknown, Unknown, Unknown
2026-05-25 20:11:13 | ALERT | Attack Type: PORT SCANNING | IP: 91.108.23.100 | Port: 13542 | Threat: HIGH | Unknown, Unknown, Unknown
2026-05-25 20:11:24 | ALERT | Attack Type: None | IP: 91.108.56.126 | Port: 13540 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 20:11:30 | ALERT | Attack Type: PORT SCANNING | IP: 103.160.195.230 | Port: 61403 | Threat: HIGH | Unknown, Unknown, Unknown
2026-05-25 20:11:37 | ALERT | Attack Type: None | IP: 20.50.201.201 | Port: 13558 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 20:11:45 | ALERT | Attack Type: None | IP: 20.44.10.123 | Port: 13560 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 20:11:51 | ALERT | Attack Type: None | IP: 20.190.146.37 | Port: 13568 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 20:11:58 | ALERT | Attack Type: None | IP: 13.107.137.11 | Port: 13573 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 20:12:08 | ALERT | Attack Type: None | IP: 52.230.59.222 | Port: 13572 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 20:12:16 | ALERT | Attack Type: None | IP: 150.171.110.82 | Port: 13576 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 20:12:23 | ALERT | Attack Type: None | IP: 34.104.35.123 | Port: 13578 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 20:12:30 | ALERT | Attack Type: None | IP: 103.165.166.43 | Port: 13580 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 20:12:38 | ALERT | Attack Type: None | IP: 168.62.7.82 | Port: 13575 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 20:12:50 | ALERT | Attack Type: None | IP: 150.171.22.17 | Port: 13584 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 20:13:00 | ALERT | Attack Type: None | IP: 40.74.98.193 | Port: 13582 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 20:13:07 | ALERT | Attack Type: None | IP: 52.110.15.170 | Port: 13586 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-25 20:13:23 | ALERT | Attack Type: None | IP: 13.89.179.11 | Port: 8654 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 20:13:23 | ALERT | Attack Type: None | IP: 150.171.22.11 | Port: 8657 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 20:13:24 | ALERT | Attack Type: None | IP: 98.70.192.224 | Port: 8658 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 20:13:24 | ALERT | Attack Type: None | IP: 57.144.55.32 | Port: 50860 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 20:13:24 | ALERT | Attack Type: None | IP: 204.79.197.203 | Port: 5863 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 20:13:25 | ALERT | Attack Type: None | IP: 52.105.231.39 | Port: 5886 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 20:15:45 | ALERT | Attack Type: None | IP: 52.168.117.174 | Port: 6161 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-25 20:15:51 | ALERT | Attack Type: None | IP: 13.107.137.11 | Port: 11750 | Threat: MEDIUM | United States, Redmond, Microsoft Corporation
2026-05-25 20:15:58 | ALERT | Attack Type: None | IP: 192.168.1.5 | Port: 443 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 20:16:00 | ALERT | Attack Type: None | IP: 52.105.231.39 | Port: 11754 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-25 20:16:07 | ALERT | Attack Type: None | IP: 52.168.117.168 | Port: 10411 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-25 20:16:15 | ALERT | Attack Type: None | IP: 149.154.166.110 | Port: 10412 | Threat: MEDIUM | Netherlands, Amsterdam, Telegram Messenger Amsterdam Network
2026-05-25 20:16:18 | ALERT | Attack Type: None | IP: 20.42.65.84 | Port: 2097 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-25 20:16:20 | ALERT | Attack Type: None | IP: 18.67.161.90 | Port: 2098 | Threat: MEDIUM | India, Chennai, Amazon.com, Inc.
2026-05-25 20:16:22 | ALERT | Attack Type: None | IP: 23.61.113.62 | Port: 2101 | Threat: MEDIUM | India, Bengaluru, Akamai Technologies
2026-05-25 20:16:25 | ALERT | Attack Type: PORT SCANNING | IP: 208.95.112.1 | Port: 2116 | Threat: HIGH | United States, Ashburn, Total Uptime Technologies, LLC
2026-05-25 20:16:28 | ALERT | Attack Type: None | IP: 40.126.17.133 | Port: 9297 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-25 20:16:32 | ALERT | Attack Type: None | IP: 172.188.155.25 | Port: 3146 | Threat: MEDIUM | Singapore, Singapore, Microsoft
2026-05-25 20:16:47 | ALERT | Attack Type: None | IP: 40.126.17.135 | Port: 9627 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-25 20:16:50 | ALERT | Attack Type: None | IP: 34.36.73.246 | Port: 9617 | Threat: MEDIUM | United States, Kansas City, Google LLC
2026-05-25 20:16:53 | ALERT | Attack Type: None | IP: 34.218.193.147 | Port: 2457 | Threat: MEDIUM | United States, Portland, Amazon.com, Inc.
2026-05-25 20:17:01 | ALERT | Attack Type: None | IP: 48.211.4.16 | Port: 2464 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-25 20:17:18 | ALERT | Attack Type: None | IP: 40.84.97.4 | Port: 2475 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-25 20:17:21 | ALERT | Attack Type: None | IP: 91.108.56.126 | Port: 5859 | Threat: MEDIUM | The Netherlands, Amsterdam, Telegram Messenger Network
2026-05-25 20:17:24 | ALERT | Attack Type: None | IP: 40.74.79.222 | Port: 2483 | Threat: MEDIUM | Japan, Osaka, Microsoft Corporation
2026-05-25 20:17:27 | ALERT | Attack Type: PORT SCANNING | IP: 23.61.113.175 | Port: 3226 | Threat: HIGH | India, Bengaluru, Akamai Technologies
2026-05-25 20:22:06 | ALERT | Attack Type: PORT SCANNING | IP: 91.108.23.100 | Port: 2622 | Threat: HIGH | Netherlands, Amsterdam, Telegram CDN Network
2026-05-25 20:22:17 | ALERT | Attack Type: None | IP: 52.123.128.14 | Port: 11424 | Threat: MEDIUM | United States, Redmond, Microsoft Corporation
2026-05-25 20:22:20 | ALERT | Attack Type: PORT SCANNING | IP: 103.160.195.230 | Port: 59893 | Threat: HIGH | India, Thrissur, Pradesika Digital Internet And Communication Ltd
2026-05-25 20:22:23 | ALERT | Attack Type: None | IP: 98.70.192.224 | Port: 12666 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-25 20:22:25 | ALERT | Attack Type: None | IP: 4.144.132.114 | Port: 12668 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-25 20:22:28 | ALERT | Attack Type: None | IP: 20.189.173.28 | Port: 12670 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-25 20:22:30 | ALERT | Attack Type: None | IP: 16.146.181.128 | Port: 4527 | Threat: MEDIUM | United States, Portland, Amazon.com, Inc.
2026-05-25 20:28:43 | ALERT | Attack Type: None | IP: 20.44.10.123 | Port: 13062 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-25 20:28:47 | ALERT | Attack Type: None | IP: 51.105.71.137 | Port: 12511 | Threat: MEDIUM | United Kingdom, City of London, Microsoft
2026-05-25 20:29:25 | ALERT | Attack Type: None | IP: 20.189.173.23 | Port: 12522 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-25 20:29:32 | ALERT | Attack Type: None | IP: 57.154.63.210 | Port: 12528 | Threat: MEDIUM | United States, Phoenix, MICROSOFT
2026-05-25 20:31:38 | ALERT | Attack Type: None | IP: 104.208.16.89 | Port: 14714 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-25 20:33:03 | ALERT | Attack Type: None | IP: 20.190.146.37 | Port: 10858 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-25 20:33:07 | ALERT | Attack Type: None | IP: 204.79.197.222 | Port: 1044 | Threat: MEDIUM | Canada, Montreal, Microsoft Corporation
2026-05-25 20:33:28 | ALERT | Attack Type: None | IP: 20.42.73.27 | Port: 12927 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-25 20:34:04 | ALERT | Attack Type: None | IP: 204.79.197.203 | Port: 12933 | Threat: MEDIUM | Canada, Montreal, Microsoft Corporation
2026-05-25 20:34:24 | ALERT | Attack Type: None | IP: 20.189.173.1 | Port: 3868 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-25 20:40:59 | ALERT | Attack Type: None | IP: 13.107.5.93 | Port: 10215 | Threat: MEDIUM | United States, Cleveland, Microsoft Corporation
2026-05-25 20:41:04 | ALERT | Attack Type: None | IP: 52.182.141.63 | Port: 2118 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-25 20:41:59 | ALERT | Attack Type: None | IP: 32.194.120.162 | Port: 13696 | Threat: MEDIUM | United States, Ashburn, Amazon.com, Inc.
2026-05-25 20:42:17 | ALERT | Attack Type: None | IP: 23.220.232.64 | Port: 11856 | Threat: MEDIUM | India, Chennai, Akamai Technologies, Inc.
2026-05-25 20:45:24 | ALERT | Attack Type: None | IP: 20.190.146.34 | Port: 8711 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-25 20:45:28 | ALERT | Attack Type: None | IP: 13.89.179.13 | Port: 8713 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-25 20:45:32 | ALERT | Attack Type: None | IP: 85.210.196.11 | Port: 4786 | Threat: MEDIUM | United Kingdom, City of London, Microsoft Corporation
2026-05-25 20:45:42 | ALERT | Attack Type: None | IP: 104.208.16.91 | Port: 2589 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-25 20:47:48 | ALERT | Attack Type: None | IP: 40.79.167.10 | Port: 3328 | Threat: MEDIUM | Australia, The Rocks, Microsoft Corporation
2026-05-25 20:47:53 | ALERT | Attack Type: None | IP: 104.208.16.95 | Port: 12185 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-25 20:50:41 | ALERT | Attack Type: None | IP: 20.42.73.30 | Port: 8358 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-25 20:52:27 | ALERT | Attack Type: None | IP: 13.107.6.254 | Port: 13764 | Threat: MEDIUM | United States, Cleveland, Microsoft Corporation
2026-05-25 20:53:40 | ALERT | Attack Type: None | IP: 20.189.173.3 | Port: 9385 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-25 20:56:47 | ALERT | Attack Type: None | IP: 52.168.117.171 | Port: 10311 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-25 20:59:37 | ALERT | Attack Type: None | IP: 104.18.39.68 | Port: 9765 | Threat: MEDIUM | Canada, Toronto, Cloudflare, Inc.
2026-05-25 20:59:41 | ALERT | Attack Type: None | IP: 162.159.153.247 | Port: 50652 | Threat: MEDIUM | Canada, Toronto, Cloudflare, Inc.
2026-05-25 20:59:45 | ALERT | Attack Type: None | IP: 52.182.143.208 | Port: 12287 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-25 20:59:48 | ALERT | Attack Type: None | IP: 52.242.103.142 | Port: 3619 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-25 20:59:52 | ALERT | Attack Type: None | IP: 34.120.250.63 | Port: 61838 | Threat: MEDIUM | United States, Kansas City, Google LLC
2026-05-25 20:59:54 | ALERT | Attack Type: None | IP: 54.158.164.13 | Port: 1588 | Threat: MEDIUM | United States, Ashburn, Amazon.com, Inc.
2026-05-25 20:59:57 | ALERT | Attack Type: None | IP: 44.196.240.47 | Port: 2517 | Threat: MEDIUM | United States, Ashburn, Amazon.com
2026-05-25 21:00:00 | ALERT | Attack Type: None | IP: 20.190.146.32 | Port: 10265 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-25 21:38:08 | ALERT | Attack Type: None | IP: 192.168.1.5 | Port: 443 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 21:38:12 | ALERT | Attack Type: None | IP: 13.107.137.11 | Port: 9701 | Threat: MEDIUM | United States, Redmond, Microsoft Corporation
2026-05-25 21:38:17 | ALERT | Attack Type: None | IP: 20.190.146.39 | Port: 11195 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-25 21:38:21 | ALERT | Attack Type: None | IP: 172.188.155.25 | Port: 13603 | Threat: MEDIUM | Singapore, Singapore, Microsoft
2026-05-25 21:38:24 | ALERT | Attack Type: None | IP: 52.105.231.39 | Port: 9702 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-25 21:43:49 | ALERT | Attack Type: None | IP: 192.168.1.5 | Port: 443 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 21:43:54 | ALERT | Attack Type: None | IP: 20.190.146.39 | Port: 5604 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-25 21:43:57 | ALERT | Attack Type: None | IP: 172.188.155.25 | Port: 6628 | Threat: MEDIUM | Singapore, Singapore, Microsoft
2026-05-25 21:44:01 | ALERT | Attack Type: None | IP: 20.189.173.2 | Port: 3399 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-25 21:44:04 | ALERT | Attack Type: None | IP: 13.107.137.11 | Port: 14798 | Threat: MEDIUM | United States, Redmond, Microsoft Corporation
2026-05-25 21:44:07 | ALERT | Attack Type: None | IP: 52.105.231.39 | Port: 6607 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-25 21:44:12 | ALERT | Attack Type: None | IP: 51.11.192.49 | Port: 6610 | Threat: MEDIUM | France, Paris, Microsoft
2026-05-25 21:44:16 | ALERT | Attack Type: None | IP: 104.208.16.89 | Port: 6614 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-25 21:44:19 | ALERT | Attack Type: None | IP: 85.210.193.152 | Port: 6616 | Threat: MEDIUM | United Kingdom, City of London, Microsoft Corporation
2026-05-25 21:44:22 | ALERT | Attack Type: PORT SCANNING | IP: 208.95.112.1 | Port: 6619 | Threat: HIGH | United States, Ashburn, Total Uptime Technologies, LLC
2026-05-25 21:44:49 | ALERT | Attack Type: None | IP: 20.190.146.38 | Port: 10911 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-25 21:44:55 | ALERT | Attack Type: None | IP: 150.171.28.11 | Port: 3935 | Threat: MEDIUM | Canada, Toronto, Microsoft Corporation
2026-05-25 21:44:59 | ALERT | Attack Type: None | IP: 20.190.146.32 | Port: 13107 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-25 21:45:07 | ALERT | Attack Type: None | IP: 40.79.141.152 | Port: 5144 | Threat: MEDIUM | France, Paris, Microsoft Corporation
2026-05-25 21:45:14 | ALERT | Attack Type: None | IP: 149.154.166.110 | Port: 5145 | Threat: MEDIUM | Netherlands, Amsterdam, Telegram Messenger Amsterdam Network
2026-05-25 21:49:56 | ALERT | Attack Type: None | IP: 20.42.73.24 | Port: 8457 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-25 21:51:12 | ALERT | Attack Type: None | IP: 13.107.5.93 | Port: 2480 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 21:51:37 | ALERT | Attack Type: None | IP: 51.11.192.49 | Port: 2487 | Threat: MEDIUM | France, Paris, Microsoft
2026-05-25 21:51:42 | ALERT | Attack Type: None | IP: 192.168.1.5 | Port: 443 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 21:51:50 | ALERT | Attack Type: None | IP: 104.208.16.89 | Port: 2489 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-25 21:51:54 | ALERT | Attack Type: None | IP: 172.188.155.25 | Port: 9441 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 21:52:00 | ALERT | Attack Type: None | IP: 20.190.146.35 | Port: 14670 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 21:52:08 | ALERT | Attack Type: DOS / TRAFFIC FLOOD | IP: 13.107.137.11 | Port: 2484 | Threat: CRITICAL | United States, Redmond, Microsoft Corporation
2026-05-25 21:52:16 | ALERT | Attack Type: None | IP: 52.105.231.39 | Port: 2485 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-25 21:52:23 | ALERT | Attack Type: None | IP: 149.154.166.110 | Port: 14753 | Threat: MEDIUM | Netherlands, Amsterdam, Telegram Messenger Amsterdam Network
2026-05-26 10:21:30 | ALERT | Attack Type: None | IP: 52.168.117.168 | Port: 14967 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-26 10:21:32 | ALERT | Attack Type: None | IP: 104.46.162.224 | Port: 14968 | Threat: MEDIUM | Australia, Melbourne, Microsoft Corporation
2026-05-26 10:21:34 | ALERT | Attack Type: None | IP: 192.168.1.5 | Port: 443 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-26 10:21:37 | ALERT | Attack Type: None | IP: 13.107.137.11 | Port: 14972 | Threat: MEDIUM | United States, Redmond, Microsoft Corporation
2026-05-26 10:21:44 | ALERT | Attack Type: None | IP: 40.126.17.135 | Port: 2733 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-26 10:21:47 | ALERT | Attack Type: None | IP: 172.215.188.225 | Port: 2737 | Threat: MEDIUM | United States, San Antonio, Microsoft Corporation
2026-05-26 10:21:51 | ALERT | Attack Type: None | IP: 52.105.231.39 | Port: 12725 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
